interpro_acc	interpro_desc	hit_rows	unique_proteins
IPR034348	RLI, domain 1	1	1
IPR034353	ABT1/ESF2, RNA recognition motif	1	1
IPR034392	TatSF1-like, RNA recognition motif 1	1	1
IPR034393	TatSF1-like	1	1
IPR034444	NADH-ubiquinone oxidoreductase 17.8kDa subunit	1	1
IPR034457	Organic radical-activating enzymes	1	1
IPR034600	Large ribosomal subunit protein bL31m	1	1
IPR034646	ADCK3-like domain	1	1
IPR034680	tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaeal/eukaryotic	1	1
IPR034704	Large ribosomal subunit protein bL28/bL31-like superfamily	1	1
IPR034862	Fungal Mei2-like, RNA recognition motif 3	1	1
IPR035018	Spt6, SH2 domain, C terminus	1	1
IPR035019	Spt6, SH2 domain, N terminus	1	1
IPR035075	PRMT5 arginine-N-methyltransferase	1	1
IPR035105	Deoxycytidylate deaminase domain	1	1
IPR035248	PRMT5, oligomerisation domain	1	1
IPR035420	Spt6, SH2 domain	1	1
IPR035425	CENP-T/Histone H4, histone fold	1	1
IPR035463	Peroxin 13	1	1
IPR035584	Amidophosphoribosyltransferase, N-terminal	1	1
IPR035639	CPSF2, metallo-hydrolase domain	1	1
IPR035697	DNA-directed RNA polymerase III subunit RPC1, N-terminal	1	1
IPR035698	DNA-directed RNA polymerase III subunit RPC1, C-terminal	1	1
IPR035782	Ran binding protein 9/10, SPRY domain	1	1
IPR035808	Large ribosomal subunit protein uL30, eukaryota/archaea	1	1
IPR035810	Phosphatidylethanolamine-binding protein, eukaryotic	1	1
IPR035901	GIY-YIG endonuclease superfamily	1	1
IPR035906	MetI-like superfamily	1	1
IPR035980	Small ribosomal subunit protein bS6 superfamily	1	1
IPR035992	Ricin B-like lectins	1	1
IPR036038	Aminotransferase-like, PLP-dependent enzymes	1	1
IPR036069	DUF34/NIF3 superfamily	1	1
IPR036078	Spo11/DNA topoisomerase VI subunit A superfamily	1	1
IPR036132	Vacuolar ATP synthase subunit C superfamily	1	1
IPR036196	Phosphotyrosine protein phosphatase I superfamily	1	1
IPR036217	Methylated DNA-protein cysteine methyltransferase, DNA binding domain	1	1
IPR036280	Multiheme cytochrome superfamily	1	1
IPR036298	Chalcone isomerase superfamily	1	1
IPR036329	Aromatic amino acid monoxygenase, C-terminal domain superfamily	1	1
IPR036483	PWI domain superfamily	1	1
IPR036517	FF domain superfamily	1	1
IPR036704	Ribonuclease E inhibitor RraA/RraA-like superfamily	1	1
IPR036724	Cobalamin-binding domain superfamily	1	1
IPR036735	NusG, N-terminal domain superfamily	1	1
IPR036756	H/ACA ribonucleoprotein complex, subunit Nop10 superfamily	1	1
IPR036790	Frizzled cysteine-rich domain superfamily	1	1
IPR036951	Aromatic amino acid hydroxylase superfamily	1	1
IPR036955	AP2/ERF domain superfamily	1	1
IPR036975	Importin-alpha, importin-beta-binding domain superfamily	1	1
IPR036979	Chorismate mutase domain superfamily	1	1
IPR036983	Mitochondrial biogenesis AIM24 superfamily	1	1
IPR036985	Transglutaminase-like superfamily	1	1
IPR037022	Formyl transferase, C-terminal domain superfamily	1	1
IPR037027	YqgF/RNase H-like domain superfamily	1	1
IPR037036	GMP phosphodiesterase, delta subunit superfamily	1	1
IPR037039	Chorismate mutase, AroQ class superfamily, eukaryotic	1	1
IPR037067	Coatomer, gamma subunit, appendage domain superfamily	1	1
IPR037113	Histone acetyl transferase 1, N-terminal domain superfamily	1	1
IPR037124	GroES chaperonin superfamily	1	1
IPR037128	Quinolinate phosphoribosyl transferase, N-terminal domain superfamily	1	1
IPR037147	Large ribosomal subunit protein bL28 superfamily	1	1
IPR037158	Threonine synthase, N-terminal domain superfamily	1	1
IPR037159	DNA-directed RNA polymerase, N-terminal domain superfamily	1	1
IPR037160	DNA polymerase, thumb domain superfamily	1	1
IPR037192	ERO1-like superfamily	1	1
IPR037353	Histone methyltransferase complex subunit ASH2	1	1
IPR037439	1,4-alpha-glucan-branching enzyme	1	1
IPR037464	Threonine aspartase 1	1	1
IPR037470	Protein IVY1	1	1
IPR037473	Rubber oxygenase Lcp-like	1	1
IPR037520	Folliculin/SMCR8, longin domain	1	1
IPR037521	Folliculin/SMCR8, tripartite DENN domain	1	1
IPR037550	Sec23, C-terminal	1	1
IPR037588	Target of rapamycin complex subunit LST8	1	1
IPR037593	MIOS/Sea4	1	1
IPR037652	Mim2	1	1
IPR037671	GPI ethanolamine phosphate transferase 1, N-terminal	1	1
IPR037683	Rmd5, degenerated RING (dRING) finger	1	1
IPR037685	RNA polymerase RBP11	1	1
IPR037692	Centrosomal protein of 70kDa	1	1
IPR037695	IQ motif and ubiquitin-like domain-containing protein	1	1
IPR037794	Transcription initiation factor TFIID subunit 12	1	1
IPR037818	Transcription initiation factor TFIID subunit 8	1	1
IPR037850	Retinoblastoma-binding protein 5/Swd1	1	1
IPR037874	Cdc42	1	1
IPR037875	Ribosome biogenesis protein Bms1, N-terminal	1	1
IPR037895	NudC domain-containing protein 1	1	1
IPR038013	ALG11 mannosyltransferase	1	1
IPR038089	Mediator of RNA polymerase II, subunit Med31 superfamily	1	1
IPR038090	DNA replication factor Cdt1, C-terminal WH domain superfamily	1	1
IPR038095	Costars domain superfamily	1	1
IPR038108	RPN13, DEUBAD domain superfamily	1	1
IPR038132	Vps16, C-terminal domain superfamily	1	1
IPR038187	NAC A/B domain superfamily	1	1
IPR038189	Cdc37, Hsp90-binding domain superfamily	1	1
IPR038222	DHHA2 domain superfamily	1	1
IPR038239	Clp1, N-terminal domain superfamily	1	1
IPR038256	DNA polymerase alpha, zinc finger domain superfamily	1	1
IPR038260	Vps53, C-terminal domain superfamily	1	1
IPR038273	Ndc80 domain superfamily	1	1
IPR038274	Atg6/Beclin C-terminal domain superfamily	1	1
IPR038299	Alpha-glycerophosphate oxidase, C-terminal domain superfamily	1	1
IPR038357	KEN domain superfamily	1	1
IPR038358	VPS28, N-terminal domain superfamily	1	1
IPR038376	ATP synthase, alpha subunit, C-terminal domain superfamily	1	1
IPR038389	Proteasome assembly chaperone 2 superfamily	1	1
IPR038418	6-pyruvoyl tetrahydropterin synthase/QueD superfamily	1	1
IPR038437	GINS complex, subunit Psf3 superfamily	1	1
IPR038466	Peptidase S8, pro-domain superfamily	1	1
IPR038487	Mre11, capping domain	1	1
IPR038490	Gingipain propeptide superfamily	1	1
IPR038502	Peptidase M1, LTA-4 hydrolase/aminopeptidase, C-terminal domain superfamily	1	1
IPR038514	AAR2, C-terminal domain superfamily	1	1
IPR038516	AAR2, N-terminal domain superfamily	1	1
IPR038545	DBF-type zinc finger superfamily	1	1
IPR038551	Ribosomal protein eS26 superfamily	1	1
IPR038552	Tim21 IMS domain superfamily	1	1
IPR038581	Ornithine decarboxylase antizyme superfamily	1	1
IPR038593	RNA polymerase Rpb1, domain 7 superfamily	1	1
IPR038633	Proteasomal ubiquitin receptor Rpn13/ADRM1, Pru domain superfamily	1	1
IPR038654	PINIT domain superfamily	1	1
IPR038657	Large ribosomal subunit protein bL19 superfamily	1	1
IPR038661	Large ribosomal subunit protein eL33 superfamily	1	1
IPR038725	General stress protein, FMN-binding split barrel domain	1	1
IPR038732	FAD-dependent urate hydroxylase HpyO/Asp monooxygenase CreE-like, FAD/NAD(P)-binding domain	1	1
IPR038739	Armadillo-type fold containing protein ARMC8/Vid28	1	1
IPR038763	DHH phosphoesterase superfamily	1	1
IPR038846	DNA-directed RNA polymerase III subunit RPC9	1	1
IPR038849	ADP-ribosylation factor-like protein 2-binding protein	1	1
IPR038869	Defect at low temperature protein 1	1	1
IPR038884	Cilia- and flagella-associated protein 61	1	1
IPR038885	Phospholipase B1, membrane-associated	1	1
IPR038906	Tetratricopeptide repeat protein 36	1	1
IPR038917	Malonyl-CoA decarboxylase	1	1
IPR038919	STB2/STB2	1	1
IPR038959	Prp19	1	1
IPR039058	Yippee family	1	1
IPR039119	ABT1/Esf2	1	1
IPR039136	NUFIP1-like	1	1
IPR039169	Protein Abitram	1	1
IPR039175	Mitochondrial import inner membrane translocase subunit TIM22	1	1
IPR039182	Ribonucleases P/MRP protein subunit Pop1	1	1
IPR039196	ATP synthase assembly factor Fmc1, mitochondrial	1	1
IPR039205	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	1	1
IPR039249	G patch domain-containing protein 11	1	1
IPR039301	Protein Sip5/DA2	1	1
IPR039304	Dynein assembly factor 3, axonemal	1	1
IPR039328	WD repeat-containing protein 89	1	1
IPR039341	Cilia- and flagella-associated protein 99	1	1
IPR039370	Transcription factor BTF3	1	1
IPR039385	NGN domain, eukaryotic	1	1
IPR039467	Transcription factor TFIIIB component B'', Myb domain	1	1
IPR039480	C-C bond lyase-like	1	1
IPR039515	NOT4, modified RING finger, HC subclass (C4C4-type)	1	1
IPR039529	GPI inositol-deacylase	1	1
IPR039540	UBL3-like, ubiquitin domain	1	1
IPR039557	AHAS, ACT domain	1	1
IPR039648	Pyridine nucleotide-disulphide oxidoreductase, N-terminal	1	1
IPR039659	Transcription elongation factor SPT5	1	1
IPR039660	Large ribosomal subunit protein eL14	1	1
IPR039662	Cohesin subunit Scc3/SA	1	1
IPR039663	AIP/AIPL1/TTC9	1	1
IPR039686	FANCM/Mph1-like, insert domain	1	1
IPR039698	Polyprenal reductase	1	1
IPR039702	Farnesyl pyrophosphate synthase-like	1	1
IPR039703	Protein N-terminal amidase	1	1
IPR039717	Protein Hgh1	1	1
IPR039724	WD repeat-containing protein 91	1	1
IPR039725	Coiled-coil and C2 domain-containing protein 1	1	1
IPR039748	DNA-directed RNA polymerase III subunit RPC3	1	1
IPR039754	Pre-rRNA-processing protein Esf1	1	1
IPR039756	Type II phosphatidylinositol 4-kinase Lsb6/PI4K2	1	1
IPR039764	RNA binding protein HABP4/SERBP1-like	1	1
IPR039765	Protein Yip5/YIPF1/YIPF2	1	1
IPR039769	18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like	1	1
IPR039770	Ribosome biogenesis protein Rpf2	1	1
IPR039771	Exosome complex component Csl4	1	1
IPR039777	Interferon-related developmental regulator	1	1
IPR039779	RFX-like DNA-binding protein	1	1
IPR039790	Cysteine and histidine-rich domain-containing protein 1	1	1
IPR039795	E3 ubiquitin-protein ligase listerin	1	1
IPR039812	Vesicle-fusing ATPase	1	1
IPR039870	Cytochrome oxidase assembly factor 4-like	1	1
IPR039883	Fcf2/DNTTIP2	1	1
IPR039894	tRNA pseudouridine synthase Pus10-like	1	1
IPR039899	BET1, SNARE domain	1	1
IPR039905	CD2 antigen cytoplasmic tail-binding protein 2/Lin1	1	1
IPR039910	Surface antigen D15-like	1	1
IPR039913	RNA polymerase II-associated protein RPAP1/Rba50	1	1
IPR039949	N-alpha-acetyltransferase 40	1	1
IPR039960	Mitochondrial adapter protein MCP1	1	1
IPR039961	NADH-ubiquinone oxidoreductase 9.5kDa subunit	1	1
IPR039983	Cholesterol 24-hydroxylase	1	1
IPR039999	Cell growth-regulating nucleolar protein	1	1
IPR040000	Nucleolar protein 9	1	1
IPR040002	U6 snRNA-associated Sm-like protein Lsm3	1	1
IPR040007	THO complex subunit 2	1	1
IPR040017	Exportin-T	1	1
IPR040024	Protein phosphatase 1 regulatory subunit 21	1	1
IPR040096	RAB6A-GEF complex partner protein 1	1	1
IPR040108	Laa1/Sip1/HEATR5	1	1
IPR040132	TREX component Tex1/THOC3	1	1
IPR040153	Respiratory supercomplex factor 2, mitochondrial	1	1
IPR040156	Electron transfer flavoprotein-ubiquinone oxidoreductase	1	1
IPR040194	Cwf19-like protein	1	1
IPR040201	Protein Mrg3-like	1	1
IPR040234	Glutaminyl-peptide cyclotransferase-like	1	1
IPR040251	Protein transport protein SEC31-like	1	1
IPR040258	FACT complex subunit Spt16	1	1
IPR040260	Replication factor A protein-like	1	1
IPR040309	H/ACA ribonucleoprotein complex non-core subunit Naf1	1	1
IPR040323	EARP and GARP complex-interacting protein 1	1	1
IPR040343	RNA 5'-triphosphatase Cet1/Ctl1	1	1
IPR040441	Cilia- and flagella-associated protein 20/CFAP20DC	1	1
IPR040455	Atg6, BARA domain	1	1
IPR040485	Exportin-1, repeat 3	1	1
IPR040661	Leucine zipper with capping helix domain	1	1
IPR040725	PheRS, DNA binding domain 3	1	1
IPR040763	Ribonucleotide reductase, alpha-helical domain	1	1
IPR040883	Fatty acid synthase, meander beta sheet domain	1	1
IPR040896	26S proteasome regulatory subunit RPN5, C-terminal domain	1	1
IPR040899	Fatty acid synthase subunit alpha, acyl carrier domain	1	1
IPR040919	Asparaginase/glutaminase, C-terminal	1	1
IPR040922	Large ribosomal subunit protein mL59 domain	1	1
IPR040979	Vid27, N-terminal	1	1
IPR041036	Glycoside hydrolase family 5, C-terminal domain	1	1
IPR041123	Chromosome region maintenance repeat	1	1
IPR041174	KRR1 small subunit processome component, first KH domain	1	1
IPR041190	Midasin AAA lid domain 5	1	1
IPR041195	Rnh202, triple barrel domain	1	1
IPR041198	N-terminal extension of GAT domain	1	1
IPR041232	Nucleoplasmin-like domain	1	1
IPR041247	Rad52 family	1	1
IPR041332	Pan3, C-terminal knob domain	1	1
IPR041336	DNA mitochondrial polymerase, exonuclease domain	1	1
IPR041366	Pre-PUA domain	1	1
IPR041389	Importin repeat 6	1	1
IPR041417	Probable aminopeptidase NPEPL1, N-terminal	1	1
IPR041429	Inositol-tetrakisphosphate 1-kinase, N-terminal	1	1
IPR041433	26S proteasome non-ATPase regulatory subunit RPN1, C-terminal	1	1
IPR041489	PDZ domain 6	1	1
IPR041529	Nicotinamide phosphoribosyltransferase, N-terminal domain	1	1
IPR041545	RABX5, catalytic core helical domain	1	1
IPR041546	ClpA/ClpB, AAA lid domain	1	1
IPR041550	Fatty acid synthase type I, helical	1	1
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	1	1
IPR041588	Integrase zinc-binding domain	1	1
IPR041664	Orc1-like, AAA ATPase domain	1	1
IPR041675	Pleckstrin homology domain 5	1	1
IPR041691	Atg6/beclin, coiled-coil domain	1	1
IPR041692	HHH domain 9	1	1
IPR041709	Elongation factor Tu (EF-Tu), GTP-binding domain	1	1
IPR041711	Methionyl-tRNA formyltransferase, N-terminal domain	1	1
IPR041741	Structural maintenance of chromosomes 3, ABC domain, eukaryotic	1	1
IPR041742	Sec24-like, trunk domain	1	1
IPR041796	DNA double-strand break repair protein Mre11, N-terminal metallophosphatase domain	1	1
IPR041803	RNA polymerase II degradation factor 1, CUE domain	1	1
IPR041838	ADP-ribosylation factor 6	1	1
IPR041848	Guanine nucleotide-binding protein subunit gamma, fungal	1	1
IPR041897	Integrator complex subunit 11, MBL-fold	1	1
IPR041912	Eukaryotic phenylalanine-4-hydroxylase, catalytic domain	1	1
IPR041975	Spt5, KOW domain repeat 2	1	1
IPR041978	Spt5, KOW domain repeat 5	1	1
IPR041991	Large ribosomal subunit protein eL27, KOW domain	1	1
IPR041997	Large ribosomal subunit protein eL6, KOW domain	1	1
IPR042018	Glycerol kinase, metazoan-type	1	1
IPR042065	E3 ubiquitin-protein ligase ELL-like	1	1
IPR042066	Spt6, Death-like domain	1	1
IPR042080	RNA 2'-phosphotransferase, N-terminal domain	1	1
IPR042081	RNA 2'-phosphotransferase, C-terminal domain	1	1
IPR042110	Adenylosuccinate synthetase, domain 2	1	1
IPR042111	Adenylosuccinate synthetase, domain 3	1	1
IPR042120	MutL, C-terminal domain, dimerisation subdomain	1	1
IPR042121	MutL, C-terminal domain, regulatory subdomain	1	1
IPR042195	ArgJ beta chain, C-terminal domain	1	1
IPR042225	Negative cofactor 2 complex subunit beta	1	1
IPR042237	Putative peptidyl-tRNA hydrolase PTRHD1	1	1
IPR042238	DNA excision repair protein Rad28/ERCC8/Ckn1/ATCSA-1	1	1
IPR042251	Ethanolamine ammonia-lyase light chain, C-terminal	1	1
IPR042263	Diphthamide synthesis DPH1/DPH2, domain 1	1	1
IPR042264	Diphthamide synthesis DPH1/DPH2, domain 2	1	1
IPR042265	Diphthamide synthesis DPH1/DPH2, domain 3	1	1
IPR042277	Vacuolar protein sorting-associated protein IST1-like	1	1
IPR042303	Malonyl-CoA decarboxylase, C-terminal catalytic domain superfamily	1	1
IPR042307	Reeler domain superfamily	1	1
IPR042326	CTD kinase subunit gamma	1	1
IPR042411	WD repeat-containing protein 27	1	1
IPR042432	Cytochrome c oxidase assembly factor 1, fungi	1	1
IPR042449	Ubiquitin-activating enzyme E1, inactive adenylation domain, subdomain 1	1	1
IPR042505	Cytoplasmic dynein 2 intermediate chain 1	1	1
IPR042524	Presenilin, C-terminal	1	1
IPR042525	DNA repair protein Rad52/59/22 superfamily	1	1
IPR042533	Nucleoporin, Nup155-like, C-terminal, subdomain 1	1	1
IPR042537	Nucleoporin, Nup155-like, C-terminal, subdomain 2	1	1
IPR042538	Nucleoporin, Nup155-like, C-terminal, subdomain 3	1	1
IPR042541	BART domain superfamily	1	1
IPR042556	Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain superfamily	1	1
IPR042558	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 1	1	1
IPR042559	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 2	1	1
IPR042569	Ribosome-associated complex head domain superfamily	1	1
IPR042771	TFIIIC subunit GTF3C6-like	1	1
IPR043001	Inositol-pentakisphosphate 2-kinase, N-terminal lobe	1	1
IPR043131	Branched-chain-amino-acid aminotransferase-like, N-terminal	1	1
IPR043132	Branched-chain-amino-acid aminotransferase-like, C-terminal	1	1
IPR043140	Small ribosomal subunit protein uS14 superfamily	1	1
IPR043153	DENN domain, C-terminal lobe	1	1
IPR043155	Vacuolar protein sorting-associated protein 33, domain 3b	1	1
IPR043169	Phosphomannomutase, cap domain	1	1
IPR043175	F-actin-capping protein subunit beta, N-terminal domain	1	1
IPR043203	Voltage-gated cation channel calcium and sodium	1	1
IPR043532	AP-2 complex subunit mu, N-terminal	1	1
IPR044034	Nascent polypeptide-associated complex subunit alpha-like, UBA domain	1	1
IPR044059	Cns1/TTC4, wheel domain	1	1
IPR044107	ATM, catalytic domain	1	1
IPR044121	Snu114, GTP-binding domain	1	1
IPR044123	Translation initiation factor eIF-2B subunit epsilon, W2 domain	1	1
IPR044128	Initiation factor eIF2 gamma, GTP-binding domain	1	1
IPR044145	Translation initiation factor IF-2, domain II	1	1
IPR044154	ADP-ribosylation factor-like protein 8A/8B	1	1
IPR044210	Transcription factor Tfc3-like	1	1
IPR044230	General transcription factor 3C polypeptide 4	1	1
IPR044248	Diphthamide biosynthesis protein 3/4-like	1	1
IPR044302	Costars family	1	1
IPR044304	Iron-sulfur protein NUBPL-like	1	1
IPR044437	SETD2/Set2, SET domain	1	1
IPR044494	Aldo-keto reductase family 3C2/3	1	1
IPR044536	Peroxisomal targeting signal 2 receptor	1	1
IPR044574	ATPase ARIP4-like	1	1
IPR044623	ERAD-associated E3 ubiquitin-protein ligase component HRD3	1	1
IPR044677	Mitochondrial phosphate carrier protein SLC25A3/Pic2/Mir1-like	1	1
IPR044733	AP-1 complex subunit sigma	1	1
IPR044742	RhlB-like, DEAD/DEAH-box helicase domain	1	1
IPR044749	FANCM, DEAH-box helicase domain	1	1
IPR044751	Ion transporter-like, CBS domain	1	1
IPR044756	DHX15, DEXH-box helicase domain	1	1
IPR044766	NPSN/SNAP25-like, N-terminal SNARE domain	1	1
IPR044780	Heh2/Src1-like	1	1
IPR044819	Triacylglycerol lipase OBL1-like	1	1
IPR044852	WW domain-binding protein 2-like	1	1
IPR044855	CoA-transferase family III domain 3 superfamily	1	1
IPR044856	Malate synthase, C-terminal superfamily	1	1
IPR044862	Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain	1	1
IPR044867	DEUBAD domain	1	1
IPR044876	HRDC domain superfamily	1	1
IPR044888	Mediator complex, subunit Med7 superfmaily	1	1
IPR044892	Ribosomal protein L3, domain 3, archaeal-type superfamily	1	1
IPR044980	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, plant/fungi	1	1
IPR044986	Kinesin-like protein KIF15/KIN-12	1	1
IPR044996	Coenzyme Q-binding protein COQ10-like	1	1
IPR045004	Enoyl-CoA hydratase/isomerase domain	1	1
IPR045017	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	1	1
IPR045020	1-Cys peroxiredoxin	1	1
IPR045031	Dihydropteroate synthase-like	1	1
IPR045036	Spartin-like	1	1
IPR045050	Synaptotagmin, plant	1	1
IPR045059	Large ribosomal subunit protein uL29, eukaryota	1	1
IPR045077	Large ribosomal subunit protein uL3, archaea/eukaryota	1	1
IPR045097	Thymidylate synthase/dCMP hydroxymethylase	1	1
IPR045099	PITH domain-containing protein 1-like	1	1
IPR045108	Thioredoxin domain-containing protein 17-like	1	1
IPR045114	Csn12 family	1	1
IPR045117	Ataxin2-like	1	1
IPR045120	SUN domain-containing Suco/Slp1-like	1	1
IPR045126	Trafficking protein particle complex subunit TRAPPC10/Trs130	1	1
IPR045133	Serine/threonine-protein kinase/endoribonuclease IRE1/2-like	1	1
IPR045134	UHRF1/2-like	1	1
